Genome partition ID	(sub)Type / Coordinates	Strand	Cas gene
NC_016112	partial CAS-III-B		
NC_016112	2370883..2371488	-	cas6
NC_016112	2371650..2372162	-	cmr6gr7
NC_016112	CAS-I-C		
NC_016112	2437452..2437757	-	cas2
NC_016112	2437757..2438791	-	cas1
NC_016112	2438794..2439420	-	cas4
NC_016112	2439481..2440344	-	cas7
NC_016112	2440341..2442371	-	cas8c
NC_016112	2442368..2443078	-	cas5
NC_016112	2443082..2445556	-	cas3
NC_016112	partial CAS-I-E		
NC_016112	4285975..4286277	-	cas2
NC_016112	4286410..4287321	-	cas1
NC_016112	CAS-I-E		
NC_016112	4289690..4290310	-	cas6e
NC_016112	4290297..4290989	-	cas5
NC_016112	4290993..4292243	-	cas7
NC_016112	4292236..4292493	-	-
NC_016112	4292499..4292756	-	Domain of unknown function (DU
NC_016112	4292759..4293235	-	cse2gr11
NC_016112	4293228..4294754	-	cas8e
NC_016112	4294813..4297431	-	cas3
NC_016112	4297499..4298479	-	WYL
NC_015572	CAS-I-F		
NC_015572	1516982..1517956	+	cas1
NC_015572	1518010..1521324	+	cas3f
NC_015572	1521653..1523068	+	cas8f
NC_015572	1523065..1523952	+	cas5f
NC_015572	1523966..1524982	+	cas7f
NC_015572	1524986..1525627	+	cas6f
NC_015572	CAS-I-C		
NC_015572	3361447..3363711	+	Metal dependent phosphohydrola,cas3
NC_015572	3363855..3363992	+	-
NC_015572	3364221..3364904	+	cas5
NC_015572	3364901..3366724	+	cas8c
NC_015572	3366730..3367605	+	cas7
NC_015572	3367719..3367970	+	-
NC_015572	3368033..3368656	+	cas4
NC_015572	3368659..3369693	+	cas1
NC_015572	3369709..3369999	+	cas2
NC_017857	partial CAS-I-F		
NC_017857	2652718..2653269	-	cas6f
NC_017857	2653281..2653931	-	cas5
NC_017857	2654317..2655261	-	cas7
NC_017857	2655286..2658261	-	cas3f
NC_017857	2658258..2659217	-	cas1
NC_017857	2659283..2660245	-	WYL
NC_017856	CAS-I-F		
NC_017856	1066331..1066882	-	cas6f
NC_017856	1066894..1067919	-	cas7f
NC_017856	1067940..1068881	-	cas5f
NC_017856	1068878..1070143	-	cas8f
NC_017856	1070136..1073534	-	cas3f
NC_017856	1073825..1074820	-	cas1
NC_017856	1074860..1075078	-	HIRAN domain. The HIRAN domain
NC_017856	1075234..1076196	-	WYL
NC_019738	partial CAS-III-D		
NC_019738	3012354..3013772	-	WYL
NC_019738	3014136..3014741	+	csx1
NC_019738	3014878..3015540	+	csx1
NC_019738	3018806..3019522	+	csm3gr7
NC_019738	3019519..3021267	+	csx10gr5
NC_019738	3021260..3022798	+	csm3gr7,csm3gr7
NC_019738	3022844..3023419	+	Domain of unknown function (DU
NC_019738	3023391..3024014	+	csx19
NC_019738	3024019..3024615	+	PD-DExK
NC_019738	3024640..3026715	+	csm3gr7
NC_019738	CAS-I-D		
NC_019738	3860816..3861088	-	cas2
NC_019738	3861091..3862095	-	cas1
NC_019738	3862362..3862955	-	cas4
NC_019738	3863131..3863976	-	cas6
NC_019738	3864011..3864619	-	PD-DExK
NC_019738	3864674..3866962	-	cas3
NC_019738	3866955..3867746	-	csc1gr5
NC_019738	3867750..3868763	-	csc2gr7
NC_019738	3868775..3871486	-	cas10d
NC_019738	3871675..3872547	+	WYL
NC_019740	CAS-III-D		
NC_019740	8790..10793	-	RT_G2_intron: Reverse transcri,cas1
NC_019740	11988..12989	+	cas1
NC_019740	13029..13310	+	cas2
NC_019740	13462..14001	+	-
NC_019740	14091..14393	+	-
NC_019740	14671..15114	+	-
NC_019740	16431..17270	+	csx1
NC_019740	17271..18398	-	cas6
NC_019740	18579..19199	-	csx21
NC_019740	19200..20306	-	csm3gr7,csm3gr7
NC_019740	20303..20743	-	csx19
NC_019740	20740..21693	-	csm3gr7
NC_019740	21723..22343	-	PD-DExK
NC_019740	22371..22991	-	PD-DExK
NC_019740	22978..23871	-	csm3gr7
NC_019740	23909..25030	-	csm6
NC_019740	25076..25489	-	csm2gr11
NC_019740	25486..26811	-	csx10gr5
NC_019740	26808..27524	-	csm3gr7
NC_019740	27529..29835	-	cas10
NC_019740	partial (CAS-III-A/CAS-III-B)		
NC_019740	43729..44349	+	PD-DExK
NC_019740	44488..45108	-	Putative restriction endonucle
NC_019740	48206..48925	+	GST_N family, Class Sigma_like,C-terminal, alpha helical doma
NC_019740	49496..50335	+	cas6
NC_019740	50767..52074	-	DDE superfamily endonuclease.
NC_019740	52325..52594	-	23S rRNA-intervening sequence
NC_019740	52679..53263	+	cas4
NC_019740	53265..54272	+	cas1,cas2
NC_010296	CAS-I-D;CAS-I-B		
NC_010296	2790670..2791533	-	WYL
NC_010296	2791633..2793798	+	cas3
NC_010296	2793968..2794387	+	Nucleotidyltransferase (NT) do
NC_010296	2794429..2794827	+	Protein of unknown function DU
NC_010296	2794820..2795278	+	Nucleotidyltransferase (NT) do
NC_010296	2795282..2795716	+	Protein of unknown function DU
NC_010296	2795709..2796125	+	-
NC_010296	2796341..2799217	+	cas10d
NC_010296	2799235..2800242	+	csc2gr7
NC_010296	2800298..2800972	+	csc1gr5
NC_010296	2801072..2801929	-	WYL
NC_010296	2802182..2802352	+	-
NC_010296	2802444..2802659	+	-
NC_010296	2802747..2805431	+	cas8b5
NC_010296	2805434..2806327	+	cas7
NC_010296	2806331..2807155	+	cas5
NC_010296	2807148..2809871	+	cas3
NC_010296	2809919..2810485	+	Domain of unknown function (DU
NC_010296	2810660..2810830	+	-
NC_010296	2811004..2811570	+	Domain of unknown function (DU
NC_010296	2811596..2811775	+	-
NC_010296	2811811..2812644	+	cas6
NC_010296	2812647..2813240	+	cas4
NC_010296	2813246..2814250	+	cas1
NC_010296	2814263..2814535	+	cas2
NC_015635	CAS-III-D;CAS-III-D		
NC_015635	1233492..1235552	+	csm3gr7
NC_015635	1235549..1237012	+	cas10
NC_015635	1237009..1237560	+	csm3gr7
NC_015635	1237557..1238825	+	csx10gr5
NC_015635	1238822..1240093	+	csm3gr7
NC_015635	1240090..1240527	+	csx24
NC_015635	1240524..1241765	+	-
NC_015635	1241762..1242127	+	-
NC_015635	1242127..1242864	+	cas6
NC_015635	1242875..1244752	+	RT_G2_intron: Reverse transcri,cas1
NC_015635	1244743..1245027	+	cas2
NC_015635	1250253..1252712	+	csm3gr7
NC_015635	1252712..1254100	+	cas10
NC_015635	1254097..1254660	+	csm3gr7
NC_015635	1254657..1255679	+	csx10gr5
NC_015635	1255732..1257174	+	csm3gr7
NC_014246	partial CAS-I-E		
NC_014246	307235..307570	-	cas2
NC_014246	307582..308475	-	cas1
NC_014246	308533..309195	-	cas6e
NC_014246	309195..309899	-	cas5
NC_014246	309903..311210	-	cas3HD,cas7
NC_007644	CAS-I-C		
NC_007644	507745..508035	-	cas2
NC_007644	508068..509099	-	cas1
NC_007644	509171..509815	-	cas4
NC_007644	509899..510792	-	cas7
NC_007644	510885..512567	-	cas8c
NC_007644	512577..513278	-	cas5
NC_007644	513340..515514	-	cas3
NC_007644	515720..516409	+	WYL
NC_007644	CAS-I-B		
NC_007644	1775759..1776034	-	cas2
NC_007644	1776043..1777008	-	cas1
NC_007644	1777025..1777558	-	cas4
NC_007644	1777548..1780301	-	cas3
NC_007644	1780301..1781185	-	cas5
NC_007644	1781185..1782246	-	cas7
NC_007644	1782276..1783754	-	cas8b2
NC_007644	1783758..1784438	-	cas6
NC_014147	CAS-I-F		
NC_014147	31308..32258	+	cas1
NC_014147	32260..35673	+	cas3f
NC_014147	35852..37225	+	cas8f
NC_014147	37264..38157	+	cas5f
NC_014147	38192..39199	+	cas7f
NC_014147	39196..39786	+	cas6f
NC_020418	CAS-I-F		
NC_020418	3028473..3029030	-	cas6f
NC_020418	3029035..3029817	-	cas7f
NC_020418	3029852..3030112	+	-
NC_020418	3030065..3030886	-	cas5f
NC_020418	3030876..3031601	-	cas8f
NC_008704	CAS-IV-A		
NC_008704	23276..23923	+	csf1gr8
NC_008704	24019..24444	+	csf4gr11
NC_008704	24441..25307	+	csf2gr7
NC_008704	25555..26802	+	Transposase, Mutator family.
NC_008704	26959..27462	+	csf3gr5
NC_008147	CAS-IV-A		
NC_008147	189565..190287	-	csf3gr5
NC_008147	190295..191161	-	csf2gr7
NC_008147	191158..191583	-	csf4gr11
NC_008147	191679..192500	-	csf1gr8
NC_015758	partial CAS-III-A		
NC_015758	3101527..3101868	-	cas2
NC_015758	3101869..3102885	-	cas1
NC_015758	3104142..3105269	-	csm5gr7
NC_015758	3106155..3106865	-	csm3gr7
NC_015758	3106875..3107249	-	csm2gr11
NC_015758	3107246..3109684	-	cas10
NC_015758	3109681..3110625	-	cas6
NC_002945	CAS-III-A		
NC_002945	3080187..3080528	-	cas2
NC_002945	3080529..3081545	-	cas1
NC_002945	3081795..3082706	-	csm6
NC_002945	3082802..3083929	-	csm5gr7
NC_002945	3083926..3084834	-	csm4gr5
NC_002945	3084815..3085525	-	csm3gr7
NC_002945	3085535..3085909	-	csm2gr11
NC_002945	3085906..3088344	-	cas10
NC_002945	3088341..3089285	-	cas6
NC_020245	CAS-III-A		
NC_020245	3047250..3047591	-	cas2
NC_020245	3047592..3048617	-	cas1
NC_020245	3048858..3049868	-	csm6
NC_020245	3049865..3050992	-	csm5gr7
NC_020245	3050989..3051897	-	csm4gr5
NC_020245	3051878..3052588	-	csm3gr7
NC_020245	3052598..3052972	-	csm2gr11
NC_020245	3052969..3055422	-	cas10
NC_020245	3055404..3056348	-	cas6
NC_016804	CAS-III-A		
NC_016804	3056967..3057308	-	cas2
NC_016804	3057309..3058325	-	cas1
NC_016804	3058575..3059585	-	csm6
NC_016804	3059582..3060709	-	csm5gr7
NC_016804	3060706..3061614	-	csm4gr5
NC_016804	3061595..3062305	-	csm3gr7
NC_016804	3062315..3062689	-	csm2gr11
NC_016804	3062686..3065124	-	cas10
NC_016804	3065121..3066065	-	cas6
NC_008769	CAS-III-A		
NC_008769	3077602..3077943	-	cas2
NC_008769	3077944..3078960	-	cas1
NC_008769	3079210..3080220	-	csm6
NC_008769	3080217..3081344	-	csm5gr7
NC_008769	3081341..3082249	-	csm4gr5
NC_008769	3082230..3082940	-	csm3gr7
NC_008769	3082950..3083324	-	csm2gr11
NC_008769	3083321..3085759	-	cas10
NC_008769	3085756..3086700	-	cas6
NC_012207	CAS-III-A		
NC_012207	3070375..3070716	-	cas2
NC_012207	3070717..3071733	-	cas1
NC_012207	3071983..3072993	-	csm6
NC_012207	3072990..3074117	-	csm5gr7
NC_012207	3074114..3075022	-	csm4gr5
NC_012207	3075003..3075713	-	csm3gr7
NC_012207	3075723..3076097	-	csm2gr11
NC_012207	3076094..3078532	-	cas10
NC_012207	3078529..3079473	-	cas6
NC_015848	CAS-III-A		
NC_015848	3183612..3183953	-	cas2
NC_015848	3183954..3184970	-	cas1
NC_015848	3184983..3186131	-	csm6
NC_015848	3186227..3187354	-	csm5gr7
NC_015848	3187351..3188259	-	csm4gr5
NC_015848	3188240..3188950	-	csm3gr7
NC_015848	3188947..3189339	-	csm2gr11
NC_015848	3189336..3191777	-	cas10
NC_019950	CAS-III-A		
NC_019950	3147995..3148336	-	cas2
NC_019950	3148337..3149353	-	cas1
NC_019950	3149366..3150514	-	csm6
NC_019950	3150610..3151737	-	csm5gr7
NC_019950	3151734..3152642	-	csm4gr5
NC_019950	3152623..3153333	-	csm3gr7
NC_019950	3153330..3153722	-	csm2gr11
NC_019950	3153719..3156160	-	cas10
NC_019950	3156157..3156945	-	cas6
NC_019965	CAS-I-U		
NC_019965	3165376..3165663	-	cas2
NC_019965	3165660..3167300	-	cas4,cas1
NC_019965	3167304..3168689	-	csb2gr5
NC_019965	3168692..3169651	-	cas7
NC_019965	3169648..3171744	-	cas8u1
NC_019965	3171744..3174086	-	cas3
NC_019951	CAS-I-C		
NC_019951	2995452..2995742	-	cas2
NC_019951	2995745..2996782	-	cas1
NC_019951	2996770..2997381	-	cas4
NC_019951	2997374..2998288	-	cas7
NC_019951	2998290..3000038	-	cas8c
NC_019951	3000038..3000676	-	cas5
NC_019951	3000673..3002907	-	cas3
NC_019951	CAS-I-U		
NC_019951	3249651..3249938	-	cas2
NC_019951	3249935..3251575	-	cas4,cas1
NC_019951	3251579..3252964	-	csb2gr5
NC_019951	3252967..3253926	-	cas7
NC_019951	3253923..3256019	-	cas8u1
NC_019951	3256019..3258361	-	cas3
NC_019952	CAS-I-U		
NC_019952	3214943..3215230	-	cas2
NC_019952	3215227..3216867	-	cas4,cas1
NC_019952	3216871..3218313	-	csb2gr5
NC_019952	3218316..3219326	-	cas7
NC_019952	3219323..3221431	-	cas8u1
NC_019952	3221431..3223845	-	cas3
NC_009339	CAS-IV-A		
NC_009339	170825..171502	+	csf1gr8
NC_009339	171524..171949	+	csf4gr11
NC_009339	171946..172812	+	csf2gr7
NC_009339	172818..173531	+	csf3gr5
NC_016604	CAS-IV-A		
NC_016604	2881395..2882117	-	csf3gr5
NC_016604	2882125..2882991	-	csf2gr7
NC_016604	2882988..2883449	-	csf4gr11
NC_016604	2883504..2884160	-	csf1gr8
NC_019958	CAS-I-E		
NC_019958	95110..95847	-	cas6e
NC_019958	95850..96533	-	cas5
NC_019958	96530..97660	-	cas7
NC_019958	97688..98338	-	cse2gr11
NC_019958	98335..99975	-	cas8e
NC_019958	99972..102716	-	cas3
NC_019958	CAS-IV-A		
NC_019958	183599..184327	-	csf3gr5
NC_019958	184329..185195	-	csf2gr7
NC_019958	185192..185680	-	csf4gr11
NC_019958	185686..186372	-	csf1gr8
NC_019959	CAS-IV-A		
NC_019959	110249..110980	-	csf3gr5
NC_019959	110989..111855	-	csf2gr7
NC_019959	111852..112319	-	csf4gr11
NC_019959	112371..113018	-	csf1gr8
NC_021054	partial CAS-III-A		
NC_021054	3123657..3124673	-	cas1
NC_021054	3124686..3125933	-	csm6
NC_021054	3125930..3127057	-	csm5gr7
NC_021054	3127942..3128652	-	csm3gr7
NC_021054	3128662..3129036	-	csm2gr11
NC_021054	3129033..3131462	-	cas10
NC_021054	3131459..3132403	-	cas6
NC_021193	CAS-III-A		
NC_021193	3112875..3113216	-	cas2
NC_021193	3113217..3114233	-	cas1
NC_021193	3114246..3115493	-	csm6
NC_021193	3115490..3116617	-	csm5gr7
NC_021193	3116614..3117522	-	csm4gr5
NC_021193	3117503..3118213	-	csm3gr7
NC_021193	3118223..3118597	-	csm2gr11
NC_021193	3118594..3120633	-	cas10
NC_021193	3121022..3121966	-	cas6
NC_017523	partial CAS-III-A		
NC_017523	3102687..3103397	-	csm3gr7
NC_017523	3103407..3103781	-	csm2gr11
NC_017523	3103778..3106216	-	cas10
NC_017523	3106213..3106899	-	cas6
NC_021251	CAS-III-A		
NC_021251	3116437..3116667	-	csm4gr5
NC_021251	3116774..3117484	-	csm3gr7
NC_021251	3117494..3117868	-	csm2gr11
NC_021251	3117865..3120303	-	cas10
NC_021251	3120300..3121244	-	cas6
NC_017522	partial CAS-III-A		
NC_017522	3109086..3109796	-	csm3gr7
NC_017522	3109806..3110180	-	csm2gr11
NC_017522	3110177..3112630	-	cas10
NC_017522	3112612..3113298	-	cas6
NC_002755	CAS-III-A		
NC_002755	3117830..3118171	-	cas2
NC_002755	3118172..3119188	-	cas1
NC_002755	3119201..3120493	-	csm6
NC_002755	3120445..3121572	-	csm5gr7
NC_002755	3121569..3122477	-	csm4gr5
NC_002755	3122458..3123168	-	csm3gr7
NC_002755	3123178..3123552	-	csm2gr11
NC_002755	3123549..3126002	-	cas10
NC_002755	3125984..3126928	-	cas6
NC_017524	CAS-III-A		
NC_017524	3119938..3120279	-	cas2
NC_017524	3120280..3121296	-	cas1
NC_017524	3121309..3122457	-	csm6
NC_017524	3122553..3123680	-	csm5gr7
NC_017524	3123677..3124585	-	csm4gr5
NC_017524	3124566..3125276	-	csm3gr7
NC_017524	3125286..3125660	-	csm2gr11
NC_017524	3125657..3128095	-	cas10
NC_017524	3128092..3129036	-	cas6
NC_021194	CAS-III-A		
NC_021194	3109531..3109872	-	cas2
NC_021194	3109873..3110889	-	cas1
NC_021194	3111177..3112148	-	csm6
NC_021194	3112145..3113272	-	csm5gr7
NC_021194	3113269..3114177	-	csm4gr5
NC_021194	3114158..3114868	-	csm3gr7
NC_021194	3114878..3115252	-	csm2gr11
NC_021194	3115249..3117678	-	cas10
NC_021194	3117675..3118619	-	cas6
NC_021740	CAS-III-A		
NC_021740	3110055..3110396	-	cas2
NC_021740	3110397..3111422	-	cas1
NC_021740	3111426..3112673	-	csm6
NC_021740	3112670..3113797	-	csm5gr7
NC_021740	3113794..3114702	-	csm4gr5
NC_021740	3114683..3115393	-	csm3gr7
NC_021740	3115403..3115777	-	csm2gr11
NC_021740	3115774..3118203	-	cas10
NC_021740	3118200..3119144	-	cas6
NC_020559	CAS-III-A		
NC_020559	3110047..3110388	-	cas2
NC_020559	3110389..3111405	-	cas1
NC_020559	3111662..3112546	-	HTH-like domain. This domain c,Integrase core domain. Integra
NC_020559	3112880..3113284	-	csm6
NC_020559	3113281..3113535	-	csm5gr7
NC_020559	3113616..3114500	-	HTH-like domain. This domain c,Integrase core domain. Integra
NC_020559	3114652..3115767	-	csm5gr7
NC_020559	3115764..3116672	-	csm4gr5
NC_020559	3116653..3117363	-	csm3gr7
NC_020559	3117373..3117747	-	csm2gr11
NC_020559	3117744..3120182	-	cas10
NC_020559	3120179..3120865	-	cas6
NC_009565	CAS-III-A		
NC_009565	3135254..3135595	-	cas2
NC_009565	3135596..3136612	-	cas1
NC_009565	3136625..3137872	-	csm6
NC_009565	3137869..3138996	-	csm5gr7
NC_009565	3138993..3139901	-	csm4gr5
NC_009565	3139882..3140592	-	csm3gr7
NC_009565	3140602..3140976	-	csm2gr11
NC_009565	3140973..3143411	-	cas10
NC_009565	3143408..3144352	-	cas6
NC_009525	CAS-III-A		
NC_009525	3135616..3135957	-	cas2
NC_009525	3135958..3136974	-	cas1
NC_009525	3136987..3138135	-	csm6
NC_009525	3138231..3139358	-	csm5gr7
NC_009525	3139355..3140263	-	csm4gr5
NC_009525	3140244..3140954	-	csm3gr7
NC_009525	3140964..3141338	-	csm2gr11
NC_009525	3141335..3143764	-	cas10
NC_009525	3143761..3144705	-	cas6
NC_018143	CAS-III-A		
NC_018143	3123635..3123976	-	cas2
NC_018143	3123977..3124993	-	cas1
NC_018143	3125006..3126154	-	csm6
NC_018143	3126250..3127377	-	csm5gr7
NC_018143	3127374..3128282	-	csm4gr5
NC_018143	3128263..3128973	-	csm3gr7
NC_018143	3128983..3129357	-	csm2gr11
NC_018143	3129354..3131783	-	cas10
NC_018143	3131780..3132724	-	cas6
NC_000962	CAS-III-A		
NC_000962	3123625..3123966	-	cas2
NC_000962	3123967..3124983	-	cas1
NC_000962	3124996..3126144	-	csm6
NC_000962	3126240..3127367	-	csm5gr7
NC_000962	3127364..3128272	-	csm4gr5
NC_000962	3128253..3128963	-	csm3gr7
NC_000962	3128973..3129347	-	csm2gr11
NC_000962	3129344..3131773	-	cas10
NC_000962	3131770..3132714	-	cas6
NC_021192	partial CAS-III-A		
NC_021192	3119505..3119663	-	cas2
NC_021192	3119779..3120876	-	cas1
NC_021192	3120880..3122127	-	csm6
NC_021192	3122124..3123251	-	csm5gr7
NC_021192	3123248..3124156	-	csm4gr5
NC_021192	3124858..3125232	-	csm2gr11
NC_021192	3127485..3128450	-	cas6
NC_022350	CAS-III-A		
NC_022350	3119123..3119464	-	cas2
NC_022350	3119465..3120481	-	cas1
NC_022350	3120494..3121741	-	csm6
NC_022350	3121738..3122865	-	csm5gr7
NC_022350	3122862..3123770	-	csm4gr5
NC_022350	3123751..3124461	-	csm3gr7
NC_022350	3124471..3124845	-	csm2gr11
NC_022350	3124842..3127280	-	cas10
NC_022350	3127277..3128221	-	cas6
NC_012943	CAS-III-A		
NC_012943	1281113..1282057	+	cas6
NC_012943	1282054..1284492	+	cas10
NC_012943	1284489..1284863	+	csm2gr11
NC_012943	1284873..1285583	+	csm3gr7
NC_012943	1285564..1286472	+	csm4gr5
NC_012943	1286469..1287596	+	csm5gr7
NC_012943	1287593..1288840	+	csm6
NC_012943	1288844..1289869	+	cas1
NC_012943	1289870..1290211	+	cas2
NC_016768	CAS-III-A		
NC_016768	1281057..1282001	+	cas6
NC_016768	1281998..1284436	+	cas10
NC_016768	1284433..1284807	+	csm2gr11
NC_016768	1284817..1285527	+	csm3gr7
NC_016768	1285508..1286416	+	csm4gr5
NC_016768	1286413..1287540	+	csm5gr7
NC_016768	1287537..1288784	+	csm6
NC_016768	1288797..1289813	+	cas1
NC_016768	1289814..1290155	+	cas2
NC_018078	CAS-III-A		
NC_018078	1281225..1282169	+	cas6
NC_018078	1282166..1284604	+	cas10
NC_018078	1284601..1284975	+	csm2gr11
NC_018078	1284985..1285695	+	csm3gr7
NC_018078	1285676..1286584	+	csm4gr5
NC_018078	1286581..1287708	+	csm5gr7
NC_018078	1287705..1288952	+	csm6
NC_018078	1288965..1289981	+	cas1
NC_018078	1289982..1290323	+	cas2
NC_017026	CAS-III-A		
NC_017026	3117468..3117809	-	cas2
NC_017026	3117810..3118826	-	cas1
NC_017026	3118839..3120086	-	csm6
NC_017026	3120083..3121210	-	csm5gr7
NC_017026	3121207..3122115	-	csm4gr5
NC_017026	3122096..3122806	-	csm3gr7
NC_017026	3122816..3123190	-	csm2gr11
NC_017026	3123187..3125616	-	cas10
NC_017026	3125613..3126557	-	cas6
NC_017528	partial CAS-III-A		
NC_017528	3117721..3118062	-	cas2
NC_017528	3118063..3119079	-	cas1
NC_017528	3119092..3120339	-	csm6
NC_017528	3120336..3121463	-	csm5gr7
NC_017528	3122352..3123062	-	csm3gr7
NC_017528	3123072..3123446	-	csm2gr11
NC_017528	3123443..3125872	-	cas10
NC_017528	3125869..3126813	-	cas6
NC_016934	CAS-III-A		
NC_016934	3128750..3129091	-	cas2
NC_016934	3129092..3130108	-	cas1
NC_016934	3130121..3131269	-	csm6
NC_016934	3131365..3132492	-	csm5gr7
NC_016934	3132489..3133397	-	csm4gr5
NC_016934	3133378..3134088	-	csm3gr7
NC_016934	3134098..3134472	-	csm2gr11
NC_016934	3134469..3136907	-	cas10
NC_016934	3136904..3137848	-	cas6
NC_020089	CAS-III-A		
NC_020089	3121079..3121420	-	cas2
NC_020089	3121421..3122437	-	cas1
NC_020089	3122450..3123598	-	csm6
NC_020089	3123694..3124821	-	csm5gr7
NC_020089	3124818..3125726	-	csm4gr5
NC_020089	3125707..3126417	-	csm3gr7
NC_020089	3126427..3126801	-	csm2gr11
NC_020089	3126798..3129236	-	cas10
NC_020089	3129233..3130177	-	cas6
NC_011025	partial CAS-II-A		
NC_011025	537524..538417	+	cas1
NC_011025	538437..538730	+	cas2
NC_011025	538730..539506	+	csn2
NC_019949	CAS-II-A		
NC_019949	949418..950173	-	csn2
NC_019949	950177..950503	-	cas2
NC_019949	950494..951372	-	cas1
NC_019949	951497..955216	-	cas9
NC_018412	CAS-II-A		
NC_018412	895338..899147	+	cas9
NC_018412	899215..900141	+	cas1
NC_018412	900128..900457	+	cas2
NC_018412	900505..901221	+	csn2
NC_017503	CAS-II-A		
NC_017503	888602..892411	+	cas9
NC_017503	892479..893405	+	cas1
NC_017503	893392..893721	+	cas2
NC_017503	893721..894485	+	csn2
NC_018407	CAS-II-A		
NC_018407	871783..875592	+	cas9
NC_018407	875660..876586	+	cas1
NC_018407	876573..876902	+	cas2
NC_018407	876902..877666	+	csn2
NC_018408	CAS-II-A		
NC_018408	904664..908473	+	cas9
NC_018408	908541..909467	+	cas1
NC_018408	909454..909783	+	cas2
NC_018408	909783..910547	+	csn2
NC_018409	CAS-II-A		
NC_018409	883511..887185	+	cas9
NC_018409	887387..888313	+	cas1
NC_018409	888300..888629	+	cas2
NC_018409	888629..889393	+	csn2
NC_017502	CAS-II-A		
NC_017502	918476..922288	+	cas9
NC_017502	922356..923282	+	cas1
NC_017502	923269..923598	+	cas2
NC_017502	923598..924362	+	csn2
NC_004829	CAS-II-A		
NC_004829	919248..923060	+	cas9
NC_004829	923128..924054	+	cas1
NC_004829	924041..924370	+	cas2
NC_004829	924370..925134	+	csn2
NC_023030	CAS-II-A		
NC_023030	897227..901036	+	cas9
NC_023030	901104..902030	+	cas1
NC_023030	902017..902346	+	cas2
NC_023030	902346..903110	+	csn2
NC_018406	partial CAS-II-A		
NC_018406	886377..887303	+	cas1
NC_018406	887290..887619	+	cas2
NC_018406	887619..888383	+	csn2
NC_018410	CAS-II-A		
NC_018410	857648..861457	+	cas9
NC_018410	861525..862451	+	cas1
NC_018410	862438..862767	+	cas2
NC_018410	862767..863531	+	csn2
NC_006908	CAS-II-A		
NC_006908	43762..44445	-	csn2
NC_006908	44746..45648	-	cas1
NC_006908	45652..49362	-	cas9
NC_007294	CAS-II-A		
NC_007294	684155..688099	+	cas9
NC_007294	688252..689142	+	cas1
NC_007294	689159..689452	+	cas2
NC_007294	689455..690219	+	csn2
NC_007294	691356..691628	+	cas1
NC_015711	CAS-III-B		
NC_015711	2370801..2372279	+	cmr1gr7
NC_015711	2372284..2374062	+	cas10
NC_015711	2374059..2375267	+	cmr3gr5
NC_015711	2375270..2376205	+	cmr4gr7
NC_015711	2376202..2376612	+	cmr5gr11
NC_015711	2376605..2377669	+	cmr6gr7
NC_015711	CAS-I-C		
NC_015711	2672621..2674822	+	cas3
NC_015711	2674892..2675503	+	cas5
NC_015711	2675503..2677242	+	cas8c
NC_015711	2677281..2678195	+	cas7
NC_015711	2678192..2678344	+	-
NC_015711	2678466..2679071	+	cas4
NC_015711	2679084..2680112	+	cas1
NC_015711	2680130..2680411	+	cas2
NC_020126	CAS-I-C		
